西式/美式,義大利麵,ChIJM7TkUo-pQjQRjgS-tZAS4mo,堤香義大利麵,"從大學吃到現在的優質好店，麵條彈牙不死硬，調味配料都很新鮮美味；非常感謝老闆娘香香阿姨還特別有做吃素的餐點，最愛素食咖喱/奶汁菌菇、素食玻璃麵。

吃完麵後剩下的湯汁拿去沾剛烤好的吐司，一面有可口的調味搭配上另一面酥脆的口感，堪稱完美空盤就是對店家手藝最高的致敬

謝謝老闆娘和老闆堅持給客人最好的品質，來師大必吃的好店","堤香在泰順街的新民小學附近的巷內，算是價格親民的義大利麵店，麵量足夠吐司和紅茶自助式可自取，＄＄120～140左右。

若要省荷包又要吃得飽，可以。但美味度就不能太期待了，尚可而已。

用餐區有一樓及B1，但1樓較為舒適。內部裝潢有鄉村樸實風，簡單舒適",生意很好，麵量很大，個人覺得口味中規中矩，沒有特別讓人驚艷的地方。,"土司吃到飽，義大利麵水準尚可
吃飽絕對沒問題
口味就一般般","蒜香培根在同價位區間沒有對手
不要輕易加辣，小辣就是大辣..."
火鍋,火鍋,ChIJ366xIcOpQjQRYmVdYm8CGuU,東雛菊-風味鍋物,"紅油麻辣湯頭聞起來有香氣但喝起來沒有麻辣口感，不香也不麻，鴨血也沒有入味，蟹黃湯頭則有特色，底下用白蘿蔔鋪著讓上面的螃蟹浮上可以供客戶拍照，非常有巧思，剛入口時有一點像喝咖喱湯的口感，濃稠又有蟹黃香，但飲料只有一種單調的清淡烏梅汁，和蟹黃湯頭喝久之後也不免感到整體口感濃膩，黑豚豬肉有強烈的豬肉腥味，吃了第三片之後就很難入口，雪花牛肉質及厚薄度都略嫌不足，沒有滿足這個價位，

從制服、菜單設計、裝潢都和東方文化/店名吻合，食材的擺盤也很驚艷，從行銷及品牌理念來說店家著重在湯頭及視覺上呈現出的風格，但在飲品，醬料及菜盤上面則非常單調，著重每一項細節都到位的人來可能會蠻失望的，畢竟重口味的湯頭其實在市場上有很多其他的選擇，像是豬肚胡椒鍋、藥膳、咖哩、泰式、麻辣等等，如果湯頭要作為吸引客人的單一要素應該是有一點辛苦，可能要在菜盤，醬料及增加自助吧上再多下一點功夫，也許會更加的全面

給二顆星，最後買單才知道有商業午餐，初次來訪已經告訴店員只想吃簡單輕食，店員卻完全沒有告知....但這不是店員的問題，應該是店家在員工訓練時不斷地告訴店員要推薦主要的套餐，其實如果對自己的餐點真正有自信，就連最便宜的肉及商業午餐都應該是要有一樣的餐點水準，這樣才會吸引到不同時段及不同的客群也才不會讓客戶觀感不好","Facebook：飛吃不可小鑑貨
東雛菊網路佳評如海嘯，加上看到蟹黃湯底&和牛我整個凍美條！立馬放在口袋名單第一位！
認真爬過評論，王美很少、吃貨很多，於是我超安心地踏上尋夢旅程(?)
正是蟹黃蔥綠時(加價湯底)：
說真的，大家推爆的這個湯底，我實在沒有預期...會這麼猛!!!!
其實啊。湯底附的蟹兒並不是重點，重點真的是，J個湯，從頭到尾都好。好。喝！
濃郁香甜、海味十足，湯甫喝入口就想唱：是誰住在深海的大鳳梨裡！而且越煮越濃實在好爽啊啊啊!!!
巧克力和牛10oz(相機先食)：
你們知道為什麼叫「巧克力和牛」嗎？
因為...J個牛，是吃巧克力長大的!!!!
這樣的富養，會讓牠們長出美麗的油花。
吃起來算是適中款，雖然沒有我喜歡的那麼油，但是一樣極軟嫩！絕非一般火鍋店肉片可比擬。
耐寒唯有東雛菊(加價湯底)：
看名字就知道是東雛菊的招牌湯底。這品用了龍眼乾、蜜棗、枸杞營造甘甜，再以菊花帶出高雅清香~這鍋湯，看起來好像內斂的志玲姊姊...超有氣質。
喝起來呢，真的也很內斂~剛開始幾乎喝不到什麼味道，但煮了菜之後，會變成結婚的志玲姐姐唷!(什麼意思)好舒服好舒服沒有負擔。
絕對飽足(15oz)：
友人點了小羔羊，居然來兩盤!!!!絕對，飽足。
蟹黃湯底真的好好喝～我推推推推爆！！

 台北市中正區汀州路三段127號
11:30-15:00/17:30-22:00，週二公休
#宜蘭美食 #羅東美食 #飛吃不可小鑑貨 #東雛菊 #東雛菊風味鍋物 #台北火鍋 #公館必吃 #公館火鍋 #蟹黃火鍋 #螃蟹火鍋 #和牛 #巧克力和牛 #和牛火鍋
煩請順手追蹤我的IG>>eatordie.tw",還可以 但CP值不高,"一個月前朋友去吃說不錯我就訂位,沒想到就是混亂的開始@@

先訂6位,FB小編說OK已安排好,

過沒多久店家打來說沒位置,兩邊資訊不同步,只好變8位,

過幾天又打來說有十人取消要給我們10人桌(8人坐10個位置6+4兩桌)!

***********

好不容易坐定看完菜單,點餐叫不來(人手不夠),

店員還打翻整壺烏梅汁潑到友人,之後說要招待蝦子或牛肉豬肉,

我們選豬肉(因為我不吃要剝的蝦子XD),

6人吃桌子太小,整個就是超擠的,

11:30~13:30整間客滿,結帳發現$498的被折扣100元,

原來是吃完有打折店員也沒說,只有門口海報有寫菜單上沒有,不然我就點""絕對飽足"",

和牛巧克力配菊花鍋,菊花很特別,口味清淡,這餐$780是不錯吃,

""相機先食""的肉品真的比較好,有比較有傷害,和牛超嫩只要涮5秒,

店內也有WIFI,建議4人或5人去吃就好,

旁邊客人點[祥鳳躍出東風破雙人餐]真的很浮誇,這間就是好拍照的餐廳,加入會員可集點^^","前二天到貴店用餐，沒加錢的湯頭真的很一般，”滿城盡帶蔬果園”一點味道都沒有跟水一樣，”紅油麻辣含香在”裡面就三塊豆腐二塊鴨血（豆腐吃起來的口感很奇怪），”泡椒半開酸豆勁”這是唯一裡面還可以的（還好有吃辣），我們有點一個有加錢的湯頭”正是蟹黃蔥綠時”上鍋時..服務生跟我們說拍完照要把螃蟹推下去要顧著（然後他說很快我們都沒聽清楚），最後只聽到...不然就不能吃了，不能吃？？不能吃？？是怎樣？？要倒掉嗎？？
不用加錢的不好吃，加錢的又要一直顧著！吃的好累！
主餐的部分”絕對飽足”，那個肉真的很一般，這個價位大不如吃石二鍋...
“相機先食”點了一個”和后(巧克力和牛)”這個滿好吃的！但...肉真的是超級無敵小片餒！沒煮時大概就50元硬幣大小...煮熟..就剩10元的大小了...
唉～只能說要來吃的人最便宜的不要點，加錢的最好吃，沒加錢的真的不值得..."
火鍋,火鍋,ChIJ96_lko-pQjQR2cHcKoqcW6I,雲禾特調小火鍋,高麗菜給很足,阿嬤人都很好 也很好吃,"這家火鍋的特色是選擇多樣的醬料！非常喜歡當天取用的泰式魚露醬（瞬間變泰式料理）和橙香豆腐乳醬（搭配肉類十分解膩），原本的清湯頭口味一般，經過醬料的調理後，風味瞬間提升！難怪叫特調小火鍋

除了醬料外，也有吐司、冷熱飲、紅豆湯和冰可以自由取用，王子麵和蛋也是吃到飽的！價格實惠。","這家店最好吃的就是醬料！超多種醬料提供選擇，我最愛超香的芝麻醬和魚露醬，醬料台有4面圍繞著一根柱子。
最讓人讚賞的是蛋跟王子麵吃到飽，還有烤麵包也是吃到飽，店家夠大方阿！
肉真的還好，煮了之後還一堆泡沫留在湯內。
我們到的比較晚，大約9點多就看到店員開始掃地，讓人很緊張，緊張的原因除了感覺店家快打烊了我們還沒吃完，另一個原因覺得灰塵到處飛不是很衛生！希望店家可以改進，可以設一個不收客的時間，也不要收了客，客人還在吃就開始收拾準備打烊，觀感不是太好。",還不錯的小火鍋，調料很多，選了魚露醬，搭配煮好的鮮蝦，超級對味，馬上升級成泰式料理，覺得可以加在冬粉中，開心變成清爽的泰式涼拌冬粉，超級好吃的，想吃再辣一點的，可以自己調成更辣的魚露醬喔！下次去時再試試別種口味，這家的特色，超越別家，原本應該會給到五顆星，但是用餐時，應該快結束營業了，服務生一直在掃地，拖地的，觀感很不佳，覺得灰塵滿天飛的，不是很ok!!!!!
火鍋,火鍋,ChIJycu5coupQjQRl9dmANfpHuw,馬辣頂級麻辣鴛鴦火鍋,就。。。一個想吃麻辣鍋時的去處,為什麼只能用現金 都什麼年代了？,地點方便，場地很大，吃的東西很多,麻辣湯頭不錯，食材也很新鮮,食材新鮮多樣，人員服務親切，讚
火鍋,火鍋,ChIJnShfDYupQjQReJ7ZY2HhzOA,東吉水產超市火鍋-公館店,"肉品不錯
快閃吃到飽的海鮮很少","之前和朋友去西門町店覺得滿好，所以今次來公館店一試，沒有想過在公館店那麼差！一價錢超貴，我們4個人每人叫了499(幾種牛肉及豬肉吃到+198 (海鮮吃到飽)選擇特別湯底十30 ，結帳時是差不多3200! 平均每人要800, 但是食物質素比西門町店差，沒想到連最初喝的可樂也沒有汽。第一碟來的海鮮實在太少，我們總共4人最初來了3個，在碟上只有兩隻大蝦兩隻小蝦幾片魚肉兩隻章魚，之後我們叫他再來等了很久才給我們一個正常4人的份量，還服務態度一般，沒有幫我清理垃圾籃子，我們的湯沒有跟他說加點湯，他在自助桌上你自己加，但是在西門町店完全不同，不同服務生的態度很好經常幫我們清理垃圾藍子，又幫我們加湯，還在西門町店有的4人餐不會那麼貴，而且可在冰櫃內，任意選擇唔同火鍋材料配搭都沒有那麼貴，上次我們10個人平均每個人都是$600，整體各方面好CP值高，沒有想過在公館的那間分店各方面都不及西門店，而且還要多付出$200真是不推介。
如果要食東吉火鍋一定去西門店","肉和料都物超所值
服務也非常迅速非常好
湯頭也很香",肉片新鮮但是不要害羞記得要跟他主動多叫肉片他才會上來唷,"現在全部都變成吃到飽的形式
食材新鮮度一般般 湯頭也很普通
才吃了不到1小時 大概晚上快8:00吧
店員突然走過來說要現在付錢結帳
不太懂要這麼急著收 讓我們在撥蝦、處理食材完要措手不及掏錢的原因是什麼？
最後我們都還沒吃完要離開 根本還沒到90分鐘時限 店員又急著過來把桌上東西全收掉了
明明沒有客人在等 店內也冷冷清清沒幾桌不是嗎？
令人觀感不佳，不會再來了"
火鍋,火鍋,ChIJpasEF4mpQjQRozjjfuflpeg,溏老鴨平價小火鍋,"舒爽 刺激 一來再來
呱呱呱 呱呱 可以看到黛西","與朋友一起在晚上5點在門口等待，
還好有早點來，因為沒多久就客滿了，
但可以明白為什麼生意不錯，
採一人一鍋，
每種火鍋價格都很平價，
飯、飲料、冰淇淋可以無限吃，
不夠也可以再加點火鍋料，
對學生和胃口較好的男性是很不錯的！
湯頭味道不重，份量也ok，
火鍋料有的雖然不知道是什麼，但也不錯吃。",每次路過外面都一堆人排隊~今天終於來試試了~店員服務態度良好~食材這個價位也算是不錯~餐後可以移至另一區慢慢喝茶吃冰淇淋，店內甚至有很多漫畫可以看，完全可以理解為何生意興隆~!,"會推薦朋友吃的小火鍋
在平價小火鍋中份量算夠
吃完可以移駕到旁邊慢慢吃冰淇淋聊天
可以久坐這點真的很加分
晚餐時間去都會需要等候喔
15-30分鐘都有可能",服務很好，火鍋&自助吧也不錯，吃完甚至還有漫畫雜誌可看，聚餐的好選擇！
火鍋,火鍋,ChIJkVHJ1PWpQjQRuN_c0G1T8qQ,12MINI經典即享鍋-捷運公館店,服務態度良好，每位同仁都有愛笑的眼睛。,服務態度佳，湯頭濃郁夠味好吃，順口！很推薦,料多 湯濃郁  不用再沾醬  最喜歡綠咖哩加泡麵,"首先是另一半最愛吃的酸菜白肉鍋竟然沒了:(
難過抱歉了星星

最近新換了菜單，馬上來嘗試看看，當然必須要推一下，有紅茶跟乳酸飲料無限免費供應（標語：還不錯喝喔，你試試看啦！）。多了醬料，不過醬料的湯匙跟盒子的設計整體不太方便取用。

功夫沙茶鍋新的加肉選項，+99元有宣稱超過10盎司我還不試試看。實際拿到後如圖，真的是一個肉山！很餓很餓的朋友不妨加點一碗白飯可以吃得很爽！
不過我點的牛肉是偏向雪花的部分，所以吃多了其實會有點膩，要斟酌一下，然後可能是煮的有一點點久，因此油膩之外卻又有點硬。

因為沒有酸菜白肉了於是嘗試一下鴨血臭臭鍋，推一下豆腐是有臭的～～鴨血有入味但偏淡，略勝大半滷味攤的等級，不愛過重鹹鴨血的可以嘗試。
如圖旁邊有一碗肉其實是因為一開始店員忘記幫我們放肉了...不過說一聲之後也沒有為難，很有誠意很快地補上了，員工訓練還不錯

吃了很多很多次了，有一個感想12 mini的桌子好小！！！
吧台區跟個人座的小圓桌，盤子放上去就差不多快滿了啊啊啊啊～～～～","服務態度真的超差的，櫃檯明明沒有客人，還一直被趕到店外等，而且店員口氣很不好，等很久才出來量體溫說可以進去，反而外帶的人可以直接進去等，連體溫都不用量，讓人無法理解是為了防疫還是做形式的。
鍋內的鴨血竟然是餿的！
鍋內的鴨血竟然是餿的！
鍋內的鴨血竟然是餿的！
因為覺得太扯所以要講三次，由於店員態度太差，都在跟客人比誰比較兇的樣子，當下就沒有去反應，結果回家狂拉肚子。
飲料機出口的鐵片明顯裝錯邊，導致飲料無法順利壓出來，跟店員反應卻沒人會處理，扯到爆，這次的用餐體驗讓人真是大開眼界。

更：
如果口氣有這麼客氣的話，沒有理由會讓人這麼憤怒，當下根本不是這樣說，另飲料機一直到吃完餐也沒有解決問題。如果櫃檯是店經理，那更讓人確定貴店服務為什麼會出這麼大的問題，連現場是什麼狀況都理解失誤，如何解決問題！"
火鍋,火鍋,ChIJNd8zTBapQjQRpnuBM8A1Nm4,和牛涮樂日式涮涮鍋-公館店,經過好幾次終於終於來吃，想不到店面相當寬敞，而且用餐環境明亮，食材新鮮還有多種價位可以選擇，我們選599的和牛套餐，同桌同價位，牛舌可以吃到飽，和牛也好好吃，真的很棒，壽喜燒鍋特別好吃！之後還會想再來！,CP值超高，適合學生家庭聚餐！環境寬敞，自助開放櫃除了蔬菜火鍋料，居然還提供魚片、甜蝦、蛤礪、魷魚、鴿子蛋，真的超划算，大推！,399入門款就有魚蝦蛤蜊可以吃超飽，還有很多火鍋料跟青菜！推！！！,"699就有雙和牛松阪豬跟草蝦紅蝦吃到飽
CP值高  超推","開放櫃食材都很新鮮，價位選擇很多樣,CP直很高"
火鍋,火鍋,ChIJn1fdFZCpQjQRnvgTI_LTCkw,聚北海道昆布鍋 台北南昌店,平價又高端的火鍋，一直很喜歡。,服務親切、氛圍很好、東西好吃,牛奶湯底很香很好喝,"難得來南昌店 ！

整體環境跟服務都很棒ㄛ ",0926晚上19:30用餐，東西還不錯吃，吃之前是給五顆星因為是為了一個海鮮手作丸，如果還不錯就留著但是後面想想還是要發佈一些我吃完真正的想法不然店永遠不會進步，但是速度有待加強直到8點20主餐海鮮肉盤才上，真的快一小時真的是太誇張，服務人員不知道是明顯不足還是怎樣，很多吃完的菜盤該收都沒收，然後呢要加湯也不會主動詢問要不要加湯，都已經要到見底請他補湯，有一個短頭髮高高的服務生說好結果也沒過來， 第二次叫另外一個身高比較矯小的才過來補湯，然後也沒有白開水都已經快渴死了，去一樣是王品的陶板屋至少還有白開水可以喝，服務品質這樣還要收一成服務費我真的覺得有點過了，建議怡君店長去吃一下鼎王吧落差真的太大昨天才去吃服務品質好太多了。
台式/小吃,水餃,ChIJQWnpmYupQjQRbOovXFzE1CQ,鮮肉水餃,水餃好吃，不沾醬也有味道，燙青菜超大盤，大概是一般店家的三倍，,從小吃到大的好地方，老闆、老闆娘養大了許多醫生、台大學生，偶爾遇到體專生，叔叔阿姨還會先問給你們多些不是很完美的水餃，不用多收錢喔！超大心的,水餃內餡很好吃，但皮過厚，大魯麵的料是豆腐（很多）肉絲（很多）跟蛋花，CP值很高，很便宜實惠！,水餃很好吃，CP值很高,就是能夠吃得“粗飽”的小吃攤。老夫妻待客和善，道地的便宜大碗，生意也不錯。
台式/小吃,水餃,ChIJUdix0o-pQjQRTNfqm-IQpFM,豪季水餃專賣店,酸辣鮮蝦湯餃，湯很少喝不到什麼，因為水餃超大顆超多超好吃！建議另外點湯！鮮蝦超讚,經濟實惠又美味的美食，樸實的店面，乘著讓你(妳)一口接一口的好味道,"豬肉水餃平均一顆6元
餡不多 咬下去空空的感覺
豬肉味很重",每次水餃店的湯總是酸辣湯，這的竹筍湯非常清爽好喝，蝦仁水餃好吃,"很糟糕的店家，已經多次點豬肉水餃，卻吃到高麗菜水餃。

之前反應過，店家解釋「豬肉賣完了所以給你高麗菜水餃」，以後會先告知

但是今日點了豬肉水餃，竟然整盤都是高麗菜水餃，也沒有事先告知，價錢不同、口味不同，消費體驗很差。

不推薦。"
